Key,Dist,District ID,District Name,School ID,School Name,Enrollment,Total School Per Pupil Expenditures,Total Expenditures Per School,Local Percentage,Federal Percentage,State Percentage,Year,,
020 0075,20,20,Bedford County,75,South Side Elementary,369,*,*,,,,2020,,
060 0075,60,60,Bradley County,75,Valley View Elementary School,299,*,*,,,,2020,,
070 0075,70,70,Campbell County,75,Jellico High School,300,*,*,,,,2020,,
300 0075,300,300,Greene County,75,Ottway Elementary,236,*,*,,,,2020,,
330 0075,330,330,Hamilton County,75,East Ridge Middle School,751,*,*,,,,2020,,
370 0075,370,370,Hawkins County,75,Hawkins Elementary,241,*,*,,,,2020,,
470 0075,470,470,Knox County,75,Farragut Middle School,1419,*,*,,,,2020,,
580 0075,580,580,Marion County,75,Central Prep Academy,0,*,*,,,,2020,,
630 0075,630,630,Montgomery County,75,Ringgold Elementary,849,*,*,,,,2020,,
740 0075,740,740,Robertson County,75,Springfield Middle School,765,*,*,,,,2020,,
750 0075,750,750,Rutherford County,75,Rockvale Elementary,1029,*,*,,,,2020,,
820 0075,820,820,Sullivan County,75,Colonial Heights Middle,350,*,*,,,,2020,,
830 0075,830,830,Sumner County,75,North Sumner Elementary,226,*,*,,,,2020,,
890 0075,890,890,Warren County,75,Warren County Middle School,840,*,*,,,,2020,,
900 0075,900,900,Washington County,75,Lamar Elementary,471,*,*,,,,2020,,
180 0074,180,180,Cumberland County,74,Stone Elementary,746,*,*,,,,2020,,
750 0074,750,750,Rutherford County,74,Riverdale High School,1845,*,*,,,,2020,,
940 0074,940,940,Williamson County,74,Ravenwood High School,1675,*,*,,,,2020,,
180 0073,180,180,Cumberland County,73,South Cumberland Elementary,611,*,*,,,,2020,,
630 0073,630,630,Montgomery County,73,Richview Middle,1184,*,*,,,,2020,,
950 0073,950,950,Wilson County,73,Wilson Central High School,2004,*,*,,,,2020,,
060 0072,60,60,Bradley County,72,Lake Forest Middle School,1097,*,*,,,,2020,,
280 0072,280,280,Giles County,72,Pulaski Elementary,441,*,*,,,,2020,,
470 0072,470,470,Knox County,72,Farragut Intermediate,1043,*,*,,,,2020,,
750 0072,750,750,Rutherford County,72,Oakland High School,1914,*,*,,,,2020,,
780 0072,780,780,Sevier County,72,T Lawson Early Childhood Education Center,143,*,*,,,,2020,,
890 0072,890,890,Warren County,72,Warren County Alternative Academy,20,*,*,,,,2020,,
940 0072,940,940,Williamson County,72,Mill Creek Middle School,766,*,*,,,,2020,,
570 0071,570,570,Madison County,71,North Side High School,927,*,*,,,,2020,,
940 0071,940,940,Williamson County,71,Mill Creek Elementary School,754,*,*,,,,2020,,
010 0070,10,10,Anderson County,70,Norris Elementary,242,*,*,,,,2020,,
050 0070,50,50,Blount County,70,Lanier Elementary,313,*,*,,,,2020,,
060 0070,60,60,Bradley County,70,Taylor Elementary School,220,*,*,,,,2020,,
070 0070,70,70,Campbell County,70,Jellico Elementary,255,*,*,,,,2020,,
190 0070,190,190,Metro Nashville Public Schools,70,Buena Vista Elementary,201,*,*,,,,2020,,
240 0070,240,240,Fayette County Public Schools,70,Southwest Elementary,279,*,*,,,,2020,,
300 0070,300,300,Greene County,70,North Greene High School,374,*,*,,,,2020,,
330 0070,330,330,Hamilton County,70,East Ridge High School,834,*,*,,,,2020,,
450 0070,450,450,Jefferson County,70,Mount Horeb Elementary School,561,*,*,,,,2020,,
500 0070,500,500,Lawrence County,70,New Prospect Elementary,420,*,*,,,,2020,,
580 0070,580,580,Marion County,70,Whitwell High School,378,*,*,,,,2020,,
600 0070,600,600,Maury County,70,Riverside Elementary,390,*,*,,,,2020,,
630 0070,630,630,Montgomery County,70,Northwest High,1371,*,*,,,,2020,,
650 0070,650,650,Morgan County,70,Sunbright School,471,*,*,,,,2020,,
700 0070,700,700,Polk County,70,Polk Innovative Learning Academy,75,*,*,,,,2020,,
710 0070,710,710,Putnam County,70,Sycamore Elementary,343,*,*,,,,2020,,
720 0070,720,720,Rhea County,70,Rhea Middle School,636,*,*,,,,2020,,
740 0070,740,740,Robertson County,70,Springfield High School,1188,*,*,,,,2020,,
750 0070,750,750,Rutherford County,70,McFadden School Of Excellence,389,*,*,,,,2020,,
780 0070,780,780,Sevier County,70,Seymour High School,743,*,*,,,,2020,,
796 0070,796,796,Germantown,70,Dogwood Elementary School,714,*,*,,,,2020,,
830 0070,830,830,Sumner County,70,Watt Hardison Elementary,406,*,*,,,,2020,,
870 0070,870,870,Union County,70,Tennessee Virtual High School,528,*,*,,,,2020,,
470 0068,470,470,Knox County,68,East Knox Elementary,450,*,*,,,,2020,,
600 0068,600,600,Maury County,68,R Howell Elementary,482,*,*,,,,2020,,
630 0068,630,630,Montgomery County,68,Northeast High,1461,*,*,,,,2020,,
780 0068,780,780,Sevier County,68,Seymour Intermediate,565,*,*,,,,2020,,
792 0068,792,792,Shelby County,68,Dexter Middle,387,*,*,,,,2020,,
940 0068,940,940,Williamson County,68,Oak View Elem School,367,*,*,,,,2020,,
130 0067,130,130,Claiborne County,67,H. Y. Livesay Middle School,259,*,*,,,,2020,,
300 0067,300,300,Greene County,67,Nolachuckey Elementary,340,*,*,,,,2020,,
360 0067,360,360,Hardin County,67,West Hardin Elementary,196,*,*,,,,2020,,
470 0067,470,470,Knox County,67,South Doyle Middle School,873,*,*,,,,2020,,
630 0067,630,630,Montgomery County,67,Northeast Middle,1397,*,*,,,,2020,,
792 0067,792,792,Shelby County,67,Dexter Elementary,902,*,*,,,,2020,,
940 0067,940,940,Williamson County,67,Brentwood Middle School,1319,*,*,,,,2020,,
470 0066,470,470,Knox County,66,A L Lotts Elementary,980,*,*,,,,2020,,
630 0066,630,630,Montgomery County,66,Northeast Elementary,818,*,*,,,,2020,,
780 0066,780,780,Sevier County,66,Seymour Junior High,784,*,*,,,,2020,,
940 0066,940,940,Williamson County,66,Nolensville High School,1169,*,*,,,,2020,,
060 0065,60,60,Bradley County,65,Prospect Elementary School,412,*,*,,,,2020,,
070 0065,70,70,Campbell County,65,Jacksboro Middle School,503,*,*,,,,2020,,
150 0065,150,150,Cocke County,65,Smoky Mountain Elementary,147,*,*,,,,2020,,
260 0065,260,260,Franklin County,65,Huntland School,780,*,*,,,,2020,,
275 0065,275,275,Gibson Co Sp Dist,65,Spring Hill Elementary,98,*,*,,,,2020,,
280 0065,280,280,Giles County,65,Minor Hill School,356,*,*,,,,2020,,
310 0065,310,310,Grundy County,65,Tracy Elementary,314,*,*,,,,2020,,
330 0065,330,330,Hamilton County,65,East Ridge Elementary,1064,*,*,,,,2020,,
370 0065,370,370,Hawkins County,65,Mooresburg Elementary,156,*,*,,,,2020,,
470 0065,470,470,Knox County,65,South Doyle High School,1051,*,*,,,,2020,,
500 0065,500,500,Lawrence County,65,Loretto High School,469,*,*,,,,2020,,
540 0065,540,540,McMinn County,65,Rogers Creek Elementary,283,*,*,,,,2020,,
580 0065,580,580,Marion County,65,Whitwell Middle School,364,*,*,,,,2020,,
590 0065,590,590,Marshall County,65,Delk-Henson Intermediate School,415,*,*,,,,2020,,
600 0065,600,600,Maury County,65,Mt Pleasant High School,408,*,*,,,,2020,,
630 0065,630,630,Montgomery County,65,New Providence Middle,1157,*,*,,,,2020,,
670 0065,670,670,Overton County,65,A H Roberts Elementary,370,*,*,,,,2020,,
710 0065,710,710,Putnam County,65,Avery Trace Middle School,826,*,*,,,,2020,,
720 0065,720,720,Rhea County,65,Rhea Central Elementary,635,*,*,,,,2020,,
730 0065,730,730,Roane County,65,Oliver Springs High School,269,*,*,,,,2020,,
750 0065,750,750,Rutherford County,65,Homer Pittard Campus School,237,*,*,,,,2020,,
780 0065,780,780,Sevier County,65,Seymour Primary,717,*,*,,,,2020,,
795 0065,795,795,Collierville,65,Crosswind Elementary School,784,*,*,,,,2020,,
830 0065,830,830,Sumner County,65,Nannie Berry Elementary,538,*,*,,,,2020,,
870 0065,870,870,Union County,65,Elementary Middle Alternative,11,*,*,,,,2020,,
900 0065,900,900,Washington County,65,Jonesborough Middle School,402,*,*,,,,2020,,
901 0065,901,901,Johnson City,65,Towne Acres Elementary,423,*,*,,,,2020,,
920 0065,920,920,Weakley County,65,Weakley County Center For Adult  Continuing Education,0,*,*,,,,2020,,
940 0065,940,940,Williamson County,65,Nolensville Elementary,806,*,*,,,,2020,,
950 0065,950,950,Wilson County,65,West Elementary,842,*,*,,,,2020,,
330 0064,330,330,Hamilton County,64,East Lake Academy Of Fine Arts,620,*,*,,,,2020,,
940 0064,940,940,Williamson County,64,Pearre Creek Elementary School,759,*,*,,,,2020,,
050 0063,50,50,Blount County,63,Heritage High School,1475,*,*,,,,2020,,
330 0063,330,330,Hamilton County,63,East Lake Elementary,605,*,*,,,,2020,,
570 0063,570,570,Madison County,63,Madison Academic Magnet High School,436,*,*,,,,2020,,
580 0063,580,580,Marion County,63,Whitwell Elementary,486,*,*,,,,2020,,
710 0063,710,710,Putnam County,63,Putnam Co Adult High School,0,*,*,,,,2020,,
750 0063,750,750,Rutherford County,63,Lavergne High School,1910,*,*,,,,2020,,
795 0063,795,795,Collierville,63,Collierville Middle School,837,*,*,,,,2020,,
890 0063,890,890,Warren County,63,Bobby Ray Memorial,526,*,*,,,,2020,,
940 0063,940,940,Williamson County,63,Renaissance High School,182,*,*,,,,2020,,
950 0063,950,950,Wilson County,63,Watertown Elementary,629,*,*,,,,2020,,
330 0062,330,330,Hamilton County,62,East Brainerd Elementary,1148,*,*,,,,2020,,
750 0062,750,750,Rutherford County,62,LaVergne Middle School,1189,*,*,,,,2020,,
780 0062,780,780,Sevier County,62,Sevierville Middle School,843,*,*,,,,2020,,
050 0061,50,50,Blount County,61,Heritage Middle School,791,*,*,,,,2020,,
470 0061,470,470,Knox County,61,Christenberry Elementary,503,*,*,,,,2020,,
600 0061,600,600,Maury County,61,Mt. Pleasant Middle Visual Perform. Arts,453,*,*,,,,2020,,
780 0061,780,780,Sevier County,61,Sevierville Intermediate,745,*,*,,,,2020,,
940 0061,940,940,Williamson County,61,Longview Elementary School,967,*,*,,,,2020,,
060 0060,60,60,Bradley County,60,Oak Grove Elementary School,400,*,*,,,,2020,,
070 0060,70,70,Campbell County,60,Jacksboro Elementary,585,*,*,,,,2020,,
180 0060,180,180,Cumberland County,60,Pleasant Hill Elementary,611,*,*,,,,2020,,
220 0060,220,220,Dickson County,60,Sullivan Central Elementary School,331,*,*,,,,2020,,
240 0060,240,240,Fayette County Public Schools,60,Oakland Elementary,740,*,*,,,,2020,,
250 0060,250,250,Fentress County,60,York Elementary,425,*,*,,,,2020,,
300 0060,300,300,Greene County,60,Mosheim Elementary,1016,*,*,,,,2020,,
310 0060,310,310,Grundy County,60,Swiss Memorial Elementary,159,*,*,,,,2020,,
370 0060,370,370,Hawkins County,60,McPheeter's Bend Elementary,91,*,*,,,,2020,,
450 0060,450,450,Jefferson County,60,White Pine Elementary,835,*,*,,,,2020,,
500 0060,500,500,Lawrence County,60,South Lawrence Elementary,597,*,*,,,,2020,,
540 0060,540,540,McMinn County,60,Riceville Elementary,645,*,*,,,,2020,,
590 0060,590,590,Marshall County,60,Westhills Elementary,651,*,*,,,,2020,,
630 0060,630,630,Montgomery County,60,Norman Smith Elementary,550,*,*,,,,2020,,
650 0060,650,650,Morgan County,60,Petros Joyner Elementary,173,*,*,,,,2020,,
670 0060,670,670,Overton County,60,Wilson Elementary,212,*,*,,,,2020,,
710 0060,710,710,Putnam County,60,Park View Elementary,400,*,*,,,,2020,,
730 0060,730,730,Roane County,60,Oliver Springs Middle,217,*,*,,,,2020,,
750 0060,750,750,Rutherford County,60,Lavergne Primary,486,*,*,,,,2020,,
780 0060,780,780,Sevier County,60,Sevierville Primary,778,*,*,,,,2020,,
795 0060,795,795,Collierville,60,Collierville High School,2811,*,*,,,,2020,,
800 0060,800,800,Smith County,60,Union Heights Elementary,264,*,*,,,,2020,,
820 0060,820,820,Sullivan County,60,Sullivan Central High School,807,*,*,,,,2020,,
830 0060,830,830,Sumner County,60,Millersville Elementary,261,*,*,,,,2020,,
840 0060,840,840,Tipton County,60,Tipton County Alternative Learning Center,58,*,*,,,,2020,,
870 0060,870,870,Union County,60,Tennessee Virtual Academy,1349,*,*,,,,2020,,
900 0060,900,900,Washington County,60,Jonesborough Elementary,491,*,*,,,,2020,,
920 0060,920,920,Weakley County,60,Sharon School,198,*,*,,,,2020,,
930 0060,930,930,White County,60,Woodland Park Elementary,517,*,*,,,,2020,,
940 0060,940,940,Williamson County,60,Lipscomb Elementary,640,*,*,,,,2020,,
950 0060,950,950,Wilson County,60,Watertown High School,564,*,*,,,,2020,,
330 0059,330,330,Hamilton County,59,East Hamilton School,1621,*,*,,,,2020,,
470 0059,470,470,Knox County,59,Dogwood Elementary,522,*,*,,,,2020,,
600 0059,600,600,Maury County,59,J E Woody Elementary,538,*,*,,,,2020,,
750 0059,750,750,Rutherford County,59,LaVergne Lake Elementary School,933,*,*,,,,2020,,
940 0059,940,940,Williamson County,59,Kenrose Elementary,792,*,*,,,,2020,,
330 0058,330,330,Hamilton County,58,DuPont Elementary,299,*,*,,,,2020,,
620 0058,620,620,Monroe County,58,Vonore Middle School,321,*,*,,,,2020,,
750 0058,750,750,Rutherford County,58,Rock Springs Middle School,1001,*,*,,,,2020,,
940 0058,940,940,Williamson County,58,Jordan Elementary School,519,*,*,,,,2020,,
700 0057,700,700,Polk County,57,South Polk Elementary,347,*,*,,,,2020,,
710 0057,710,710,Putnam County,57,Northeast Elementary,442,*,*,,,,2020,,
830 0057,830,830,Sumner County,57,Madison Creek Elementary,667,*,*,,,,2020,,
870 0057,870,870,Union County,57,Paulette Elementary School,397,*,*,,,,2020,,
940 0057,940,940,Williamson County,57,Hunters Bend Elementary,500,*,*,,,,2020,,
520 0056,520,520,Lincoln County,56,Lincoln County High School,1197,*,*,,,,2020,,
570 0056,570,570,Madison County,56,Lincoln Elementary School,414,*,*,,,,2020,,
830 0056,830,830,Sumner County,56,Station Camp Middle School,960,*,*,,,,2020,,
010 0055,10,10,Anderson County,55,Lake City Middle School,277,*,*,,,,2020,,
050 0055,50,50,Blount County,55,Friendsville Elementary,231,*,*,,,,2020,,
060 0055,60,60,Bradley County,55,North Lee Elementary School,461,*,*,,,,2020,,
100 0055,100,100,Carter County,55,Little Milligan,148,*,*,,,,2020,,
150 0055,150,150,Cocke County,55,Parrottsville Elementary,498,*,*,,,,2020,,
160 0055,160,160,Coffee County,55,Coffee County Raider Academy,434,*,*,,,,2020,,
180 0055,180,180,Cumberland County,55,Pine View Elementary,171,*,*,,,,2020,,
220 0055,220,220,Dickson County,55,Burns Middle School,542,*,*,,,,2020,,
275 0055,275,275,Gibson Co Sp Dist,55,Rutherford Elementary,270,*,*,,,,2020,,
300 0055,300,300,Greene County,55,McDonald Elementary,376,*,*,,,,2020,,
330 0055,330,330,Hamilton County,55,Dalewood Middle School,377,*,*,,,,2020,,
350 0055,350,350,Hardeman County Schools,55,Whiteville Elementary,220,*,*,,,,2020,,
370 0055,370,370,Hawkins County,55,Mt Carmel Elementary,285,*,*,,,,2020,,
450 0055,450,450,Jefferson County,55,Talbott Elementary,258,*,*,,,,2020,,
470 0055,470,470,Knox County,55,Corryton Elementary,223,*,*,,,,2020,,
490 0055,490,490,Lauderdale County,55,Ripley Elementary,583,*,*,,,,2020,,
530 0055,530,530,Loudon County,55,Steekee Elementary,221,*,*,,,,2020,,
540 0055,540,540,McMinn County,55,Niota Elementary,577,*,*,,,,2020,,
580 0055,580,580,Marion County,55,South Pittsburg High School,402,*,*,,,,2020,,
600 0055,600,600,Maury County,55,McDowell Elementary,354,*,*,,,,2020,,
620 0055,620,620,Monroe County,55,Vonore Elementary,393,*,*,,,,2020,,
630 0055,630,630,Montgomery County,55,Moore Magnet Elementary,501,*,*,,,,2020,,
650 0055,650,650,Morgan County,55,Oakdale School,453,*,*,,,,2020,,
710 0055,710,710,Putnam County,55,Monterey High School,561,*,*,,,,2020,,
740 0055,740,740,Robertson County,55,Robert F. Woodall Elementary,426,*,*,,,,2020,,
750 0055,750,750,Rutherford County,55,Rock Springs Elementary,1104,*,*,,,,2020,,
760 0055,760,760,Scott County,55,Winfield Elementary,199,*,*,,,,2020,,
780 0055,780,780,Sevier County,55,Sevier County High School,1178,*,*,,,,2020,,
795 0055,795,795,Collierville,55,Collierville Elementary School,895,*,*,,,,2020,,
820 0055,820,820,Sullivan County,55,Central Heights Elementary,235,*,*,,,,2020,,
822 0055,822,822,Kingsport,55,Theodore Roosevelt Elementary School,307,*,*,,,,2020,,
830 0055,830,830,Sumner County,55,Lakeside Park Elementary,338,*,*,,,,2020,,
870 0055,870,870,Union County,55,Union County High School,848,*,*,,,,2020,,
900 0055,900,900,Washington County,55,Gray Elementary School,553,*,*,,,,2020,,
901 0055,901,901,Johnson City,55,South Side Elementary,346,*,*,,,,2020,,
950 0055,950,950,Wilson County,55,Tuckers Crossroads Elementary,387,*,*,,,,2020,,
830 0054,830,830,Sumner County,54,J W Wiseman Elementary,425,*,*,,,,2020,,
940 0054,940,940,Williamson County,54,Spring Station Middle School,1048,*,*,,,,2020,,
020 0053,20,20,Bedford County,53,Liberty Elementary,724,*,*,,,,2020,,
060 0053,60,60,Bradley County,53,North Cleveland GOAL Academy,25,*,*,,,,2020,,
180 0053,180,180,Cumberland County,53,North Cumberland Elementary,631,*,*,,,,2020,,
190 0053,190,190,Metro Nashville Public Schools,53,Nashville Big Picture High School,149,*,*,,,,2020,,
470 0053,470,470,Knox County,53,Chilhowee Intermediate,182,*,*,,,,2020,,
570 0053,570,570,Madison County,53,Liberty Technology Magnet High School,854,*,*,,,,2020,,
600 0053,600,600,Maury County,53,Marvin Wright Elementary School,512,*,*,,,,2020,,
620 0053,620,620,Monroe County,53,Tellico Plains Junior High School,282,*,*,,,,2020,,
700 0053,700,700,Polk County,53,Polk County High School,485,*,*,,,,2020,,
830 0053,830,830,Sumner County,53,Merrol Hyde Magnet School,661,*,*,,,,2020,,
870 0053,870,870,Union County,53,Union County Alternative Center,22,*,*,,,,2020,,
100 0052,100,100,Carter County,52,Siam Learning Center,203,*,*,,,,2020,,
150 0052,150,150,Cocke County,52,Northwest Elementary,470,*,*,,,,2020,,
250 0052,250,250,Fentress County,52,Fentress Co Adult High School,0,*,*,,,,2020,,
630 0052,630,630,Montgomery County,52,Montgomery Central Middle,850,*,*,,,,2020,,
780 0052,780,780,Sevier County,52,Gary Hardin Academy,83,*,*,,,,2020,,
830 0052,830,830,Sumner County,52,Indian Lake Elementary,581,*,*,,,,2020,,
940 0052,940,940,Williamson County,52,Independence High School,1868,*,*,,,,2020,,
950 0052,950,950,Wilson County,52,Stoner Creek Elementary,661,*,*,,,,2020,,
330 0051,330,330,Hamilton County,51,McConnell Elementary,494,*,*,,,,2020,,
470 0051,470,470,Knox County,51,Copper Ridge Elementary,514,*,*,,,,2020,,
590 0051,590,590,Marshall County,51,Oak Grove Elementary,462,*,*,,,,2020,,
630 0051,630,630,Montgomery County,51,Minglewood Elementary,787,*,*,,,,2020,,
800 0051,800,800,Smith County,51,Smith County Middle School,339,*,*,,,,2020,,
830 0051,830,830,Sumner County,51,T. W. Hunter Middle School,704,*,*,,,,2020,,
010 0050,10,10,Anderson County,50,Lake City Elementary,446,*,*,,,,2020,,
012 0050,12,12,Oak Ridge,50,Woodland Elementary,416,*,*,,,,2020,,
060 0050,60,60,Bradley County,50,Michigan Avenue Elementary School,516,*,*,,,,2020,,
100 0050,100,100,Carter County,50,Keenburg Elementary,290,*,*,,,,2020,,
130 0050,130,130,Claiborne County,50,Forge Ridge School,206,*,*,,,,2020,,
160 0050,160,160,Coffee County,50,Deerfield Elementary School,244,*,*,,,,2020,,
210 0050,210,210,DeKalb County,50,DeKalb West Elementary,398,*,*,,,,2020,,
220 0050,220,220,Dickson County,50,W James Middle School,251,*,*,,,,2020,,
260 0050,260,260,Franklin County,50,Franklin Co High School,1305,*,*,,,,2020,,
330 0050,330,330,Hamilton County,50,Daisy Elementary,418,*,*,,,,2020,,
360 0050,360,360,Hardin County,50,Pickwick Southside School,215,*,*,,,,2020,,
390 0050,390,390,Henderson County,50,South Side Elementary,323,*,*,,,,2020,,
440 0050,440,440,Jackson County,50,Jackson County Middle School,420,*,*,,,,2020,,
490 0050,490,490,Lauderdale County,50,Ripley Primary,687,*,*,,,,2020,,
500 0050,500,500,Lawrence County,50,Leoma Elementary,513,*,*,,,,2020,,
520 0050,520,520,Lincoln County,50,Highland Rim School,799,*,*,,,,2020,,
530 0050,530,530,Loudon County,50,Philadelphia Elementary,460,*,*,,,,2020,,
540 0050,540,540,McMinn County,50,Mountain View Elementary,585,*,*,,,,2020,,
550 0050,550,550,McNairy County,50,McNairy County Virtual School,0,*,*,,,,2020,,
580 0050,580,580,Marion County,50,South Pittsburg Elementary,487,*,*,,,,2020,,
600 0050,600,600,Maury County,50,J E Woodard Elementary,500,*,*,,,,2020,,
620 0050,620,620,Monroe County,50,Tellico Plains High School,448,*,*,,,,2020,,
660 0050,660,660,Obion County,50,South Fulton Middle / High School,347,*,*,,,,2020,,
670 0050,670,670,Overton County,50,Rickman Elementary,708,*,*,,,,2020,,
700 0050,700,700,Polk County,50,Chilhowee Middle School,342,*,*,,,,2020,,
710 0050,710,710,Putnam County,50,Jere Whitson Elementary,360,*,*,,,,2020,,
720 0050,720,720,Rhea County,50,Spring City Middle School,303,*,*,,,,2020,,
730 0050,730,730,Roane County,50,Midway High School,231,*,*,,,,2020,,
740 0050,740,740,Robertson County,50,Krisle Elementary,358,*,*,,,,2020,,
750 0050,750,750,Rutherford County,50,Lascassas Elementary,614,*,*,,,,2020,,
780 0050,780,780,Sevier County,50,Pittman Center Elementary,331,*,*,,,,2020,,
821 0050,821,821,Bristol,50,Tennessee Online Public School,173,*,*,,,,2020,,
822 0050,822,822,Kingsport,50,George Washington Elementary School,458,*,*,,,,2020,,
830 0050,830,830,Sumner County,50,Howard Elementary,593,*,*,,,,2020,,
840 0050,840,840,Tipton County,50,Munford High School,1203,*,*,,,,2020,,
890 0050,890,890,Warren County,50,Morrison Elementary,411,*,*,,,,2020,,
900 0050,900,900,Washington County,50,Grandview Elementary School,688,*,*,,,,2020,,
930 0050,930,930,White County,50,White Co Middle School,896,*,*,,,,2020,,
940 0050,940,940,Williamson County,50,Hillsboro Elementary/ Middle School,600,*,*,,,,2020,,
950 0050,950,950,Wilson County,50,Southside Elementary,735,*,*,,,,2020,,
985 0050,985,985,Achievement School District,50,Pathways in Education - Whitehaven,157,*,*,,,,2020,,
630 0049,630,630,Montgomery County,49,Liberty Elementary,861,*,*,,,,2020,,
940 0049,940,940,Williamson County,49,Heritage Middle School,1015,*,*,,,,2020,,
320 0048,320,320,Hamblen County,48,West Elementary,485,*,*,,,,2020,,
330 0048,330,330,Hamilton County,48,Clifton Hills Elementary,672,*,*,,,,2020,,
530 0048,530,530,Loudon County,48,North Middle School,781,*,*,,,,2020,,
730 0048,730,730,Roane County,48,Midway Middle School,201,*,*,,,,2020,,
740 0048,740,740,Robertson County,48,Jo Byrns Elementary School,393,*,*,,,,2020,,
760 0048,760,760,Scott County,48,Scott High School,862,*,*,,,,2020,,
840 0048,840,840,Tipton County,48,Munford Middle School,967,*,*,,,,2020,,
940 0048,940,940,Williamson County,48,Heritage Elementary,619,*,*,,,,2020,,
330 0047,330,330,Hamilton County,47,Chattanooga School For The Arts And Science Lower,372,*,*,,,,2020,,
470 0047,470,470,Knox County,47,Central High School,1219,*,*,,,,2020,,
590 0047,590,590,Marshall County,47,Marshall Co High School,853,*,*,,,,2020,,
670 0047,670,670,Overton County,47,R.E.A.C.H. Academy,53,*,*,,,,2020,,
730 0047,730,730,Roane County,47,Midway Elementary,405,*,*,,,,2020,,
010 0046,10,10,Anderson County,46,Grand Oaks Elementary,309,*,*,,,,2020,,
240 0046,240,240,Fayette County Public Schools,46,La Grange Moscow Elementary,243,*,*,,,,2020,,
330 0046,330,330,Hamilton County,46,Chattanooga School For Arts And Sciences Upper,686,*,*,,,,2020,,
650 0046,650,650,Morgan County,46,Morgan County Career and Technical Center,32,*,*,,,,2020,,
780 0046,780,780,Sevier County,46,Pigeon Forge High School,661,*,*,,,,2020,,
940 0046,940,940,Williamson County,46,Grassland Middle School,995,*,*,,,,2020,,
950 0046,950,950,Wilson County,46,Rutland Elementary,1150,*,*,,,,2020,,
012 0045,12,12,Oak Ridge,45,Willow Brook Elementary,355,*,*,,,,2020,,
050 0045,50,50,Blount County,45,Fairview Elementary,329,*,*,,,,2020,,
061 0045,61,61,Cleveland,45,Candy's Creek Cherokee Elementary School,468,*,*,,,,2020,,
080 0045,80,80,Cannon County,45,Woodland Elementary,355,*,*,,,,2020,,
100 0045,100,100,Carter County,45,Hunter Elementary,444,*,*,,,,2020,,
130 0045,130,130,Claiborne County,45,Ellen Myers Primary,294,*,*,,,,2020,,
160 0045,160,160,Coffee County,45,Coffee County Koss Center,0,*,*,,,,2020,,
190 0045,190,190,Metro Nashville Public Schools,45,Bellshire Elementary,343,*,*,,,,2020,,
210 0045,210,210,DeKalb County,45,Smithville Elementary,576,*,*,,,,2020,,
230 0045,230,230,Dyer County,45,Trimble Elementary,167,*,*,,,,2020,,
275 0045,275,275,Gibson Co Sp Dist,45,South Gibson County Middle School,800,*,*,,,,2020,,
280 0045,280,280,Giles County,45,Giles Co High School,745,*,*,,,,2020,,
310 0045,310,310,Grundy County,45,Pelham Elementary,151,*,*,,,,2020,,
320 0045,320,320,Hamblen County,45,Morristown West High,1479,*,*,,,,2020,,
330 0045,330,330,Hamilton County,45,Chatt High Center For Creative Arts,631,*,*,,,,2020,,
350 0045,350,350,Hardeman County Schools,45,Toone Elementary,249,*,*,,,,2020,,
360 0045,360,360,Hardin County,45,Parris South Elementary,451,*,*,,,,2020,,
370 0045,370,370,Hawkins County,45,Keplar Elementary,80,*,*,,,,2020,,
380 0045,380,380,Haywood County,45,Haywood Middle School,629,*,*,,,,2020,,
390 0045,390,390,Henderson County,45,Westover Elementary,565,*,*,,,,2020,,
470 0045,470,470,Knox County,45,Cedar Bluff Middle School,618,*,*,,,,2020,,
500 0045,500,500,Lawrence County,45,Lawrenceburg Public,501,*,*,,,,2020,,
520 0045,520,520,Lincoln County,45,Flintville School,482,*,*,,,,2020,,
540 0045,540,540,McMinn County,45,McMinn High School,1456,*,*,,,,2020,,
550 0045,550,550,McNairy County,45,Selmer Middle School,381,*,*,,,,2020,,
600 0045,600,600,Maury County,45,Highland Park Elementary,341,*,*,,,,2020,,
620 0045,620,620,Monroe County,45,Tellico Plains Elementary,375,*,*,,,,2020,,
630 0045,630,630,Montgomery County,45,East Montgomery Elementary,672,*,*,,,,2020,,
660 0045,660,660,Obion County,45,South Fulton Elementary,336,*,*,,,,2020,,
730 0045,730,730,Roane County,45,Midtown Elementary,289,*,*,,,,2020,,
740 0045,740,740,Robertson County,45,Jo Byrns High School,580,*,*,,,,2020,,
751 0045,751,751,Murfreesboro,45,Reeves-Rogers Elementary,400,*,*,,,,2020,,
780 0045,780,780,Sevier County,45,Pigeon Forge Middle School,602,*,*,,,,2020,,
800 0045,800,800,Smith County,45,Smith County High School,559,*,*,,,,2020,,
821 0045,821,821,Bristol,45,Tennessee High School,1093,*,*,,,,2020,,
822 0045,822,822,Kingsport,45,John Sevier Middle School,771,*,*,,,,2020,,
840 0045,840,840,Tipton County,45,Munford Elementary,770,*,*,,,,2020,,
870 0045,870,870,Union County,45,Sharps Chapel Elementary,159,*,*,,,,2020,,
900 0045,900,900,Washington County,45,Fall Branch Elementary,253,*,*,,,,2020,,
901 0045,901,901,Johnson City,45,Science Hill High School,2265,*,*,,,,2020,,
910 0045,910,910,Wayne County,45,Waynesboro Middle School,261,*,*,,,,2020,,
920 0045,920,920,Weakley County,45,Martin Middle School,386,*,*,,,,2020,,
