district_name,school_name,zipcode,longitude,latitude,pct_chronically_absent_2020,percent_ca2019,percent_ca_2018,admin,teacher,percent_retained,pool,score_achievement,score_growth,score_absenteeism,students_total_2020,enrollment_2019,enrollment_2018
Hamblen County Schools,John Hay Elementary,37814,-83.30799,36.225565,7.7,2.1,0,1,20,81.8,K8,3.5,2.5,4,303,290,295
Knox County Schools,Mooreland Heights Elementary,37920,-83.89042,35.923517,18.6,16.6,20.3,2,32,81.8,K8,1.9,2,3.9,336,322,297
Knox County Schools,Shannondale Elementary,37918,-83.92511,36.046598,7.8,6.6,6.1,2,28,81.8,K8,4,3.6,2.9,437,395,394
Putnam County School System,Avery Trace Middle School,38501,-85.52054,36.1832,13.9,10.1,11,3,50,81.8,K8,2.4,0.3,3.2,887,881,850
Roane County Schools,Rockwood High School,37854,-84.70042,35.861763,18.6,17.1,21.4,2,28,81.8,HS,2,0,3.7,400,382,400
Rutherford County Schools,Lavergne High School,37086,-86.56268,36.01333,13,13.4,15.3,5,131,81.8,HS,2.6,3.9,3.9,2039,1928,1912
Sevier County School System,Jones Cove Elementary,37722,-83.24441,35.820011,21.4,23.4,20.1,1,16,81.8,K8,3.6,2.4,2.2,144,144,128
Sumner County Schools,Westmoreland Middle School,37186,-86.23954,36.579247,7.3,7.8,8.1,2,28,81.8,K8,2.2,2,3.2,462,424,421
Unicoi County Schools,Temple Hill Elementary,37650,-82.4273,36.128301,6.3,5.6,15.2,1,9,81.8,K8,3,2,4,101,91,96
White County Schools,Northfield Elementary School,38583,-85.45113,35.943026,7.9,7.9,7.5,1,21,81.8,K8,2.6,2,2.6,284,265,284
Knox County Schools,Farragut Middle School,37922,-84.12608,35.875925,7.4,6.8,5.7,4,77,82,K8,3.8,4,2.6,1471,1386,1461
Campbell County Schools,Jacksboro Elementary,37757,-84.17277,36.326509,15.4,11.3,12.3,2,34,82.1,K8,2.6,3.8,3.4,593,508,516
Cheatham County School District,East Cheatham Elementary,37015,-87.06949,36.299293,15.6,12.4,13.1,1,30,82.1,K8,2,0.4,2.4,395,348,365
Cheatham County School District,Harpeth High School,37082,-87.1106,36.084917,17.8,23.6,19.9,2,32,82.1,HS,2.2,3.1,2,546,536,556
Metro Nashville Public Schools,William Henry Oliver Middle,37211,-86.72584,36.079259,8,7.6,9.7,3,56,82.1,K8,1.8,0.7,4,1152,961,883
DeKalb County School District,DeKalb Middle School,37166,-85.80108,35.922583,13.1,3.4,1.5,2,35,82.1,K8,1.7,2.8,4,633,563,548
Greene County Schools,Debusk Elementary,37743,-82.85446,36.102325,12.1,13.4,9.6,1,23,82.1,K8,3,3.6,1.4,364,315,309
Hamilton County Schools,North Hamilton Elementary,37373,-85.10329,35.391643,10.8,8.1,10.8,1,28,82.1,K8,3.4,1.3,3.6,383,376,371
Hamilton County Schools,Snow Hill Elementary,37363,-85.06005,35.087881,7,8,11.7,2,34,82.1,K8,2.6,3.3,4,625,517,514
Hamilton County Schools,Spring Creek Elementary,37412,-85.23748,34.996674,11.7,8.9,10.1,2,51,82.1,K8,3.5,2,3.2,688,628,683
Lawrence County Schools,E O Coffman Middle School,38464,-87.37522,35.259613,11.6,13.7,12.9,2,34,82.1,K8,1.9,0.4,2,677,600,586
Lawrence County Schools,South Lawrence Elementary,38469,-87.41974,35.071804,11.2,10.5,7.3,2,33,82.1,K8,2.2,0.8,1.8,621,567,557
Marion County Schools,Whitwell High School,37397,-85.49733,35.20297,23.9,30.1,31.4,2,23,82.1,HS,3.4,1.4,2.2,395,360,372
Overton County Schools,Livingston Academy,38570,-85.32585,36.376289,19.5,23.1,19.7,3,49,82.1,HS,1.8,0,1.2,988,945,885
Sevier County School System,Gatlinburg Pittman High,37738,-83.47156,35.733627,20.4,19.3,22.7,3,46,82.1,HS,2.9,3.2,4,625,603,588
Shelby County Schools,Dexter Middle,38018,-89.78249,35.157681,8.1,11,4.3,2,26,82.1,K8,2.3,2.9,2.1,421,382,412
Sullivan County Schools,Blountville Elementary,37617,-82.37229,36.534729,15.9,11.2,9.5,2,25,82.1,K8,2,1,2,333,284,305
Bedford County Schools,Learning Way Elementary,37160,-86.45974,35.47066,13.4,12.6,13.6,2,40,82.2,K8,1.3,3,3.2,614,531,540
Bradley County Schools,Waterville Community Elementary School,37323,-84.82836,35.114482,9.5,7.7,12.7,1,41,82.2,K8,2,0.4,4,653,627,603
Marshall County Schools,Westhills Elementary,37091,-86.7792,35.461359,12.2,10.2,12.5,2,41,82.2,K8,2.4,3.9,3.8,714,681,695
Sullivan County Schools,Sullivan North High School,37660,-82.55408,36.547133,25.2,24.2,23.6,3,38,82.2,HS,1,0.5,2.4,457,441,470
Sumner County Schools,Robert E Ellis Middle,37075,-86.61173,36.311047,6.4,4.6,4.4,2,42,82.2,K8,3.9,3.5,3.1,694,673,713
Clarksville-Montgomery County School System,Glenellen Elementary,37040,-87.34142,36.528448,6.9,4.1,4.5,3,71,82.3,K8,3.5,2.4,3.9,1179,1014,1078
Hamilton County Schools,Hixson Middle School,37343,-85.21158,35.167987,8.7,10.8,10.5,2,48,82.4,K8,2.2,3.8,2.2,678,672,669
Humphreys County School System,McEwen Jr. High School,37101,-87.64489,36.069712,13.2,16.7,13.8,2,13,82.4,K8,2.6,0,2,219,209,215
Johnson County Schools,Roan Creek Elementary,37683,-81.81906,36.451041,14.2,7.8,8.4,2,27,82.4,K8,2,3.6,3.1,386,343,344
Knox County Schools,Fulton High School,37917,-83.91859,35.991982,32.4,35.4,41.4,8,82,82.4,HS,0.9,0.5,3.9,1085,1011,956
Knox County Schools,Whittle Springs Middle School,37917,-83.91859,35.991982,24.6,26.7,27.4,5,41,82.4,K8,1.2,1.5,2.3,596,480,496
Lincoln County Department of Education,Unity School,37144,-86.63337,35.301331,14.8,13.8,6.4,2,27,82.4,K8,2.6,0.8,1,440,401,383
Jackson-Madison County Schools,South Elementary,38366,-88.73125,35.4832,9,13.5,17.3,1,28,82.4,K8,2.2,1.4,4,456,434,442
Jackson-Madison County Schools,West-Bemis Middle School,38301,-88.81959,35.60758,19.4,19.4,26.3,2,31,82.4,K8,1.7,1.4,4,546,525,469
Bristol City Schools,Anderson Elementary,37620,-82.16869,36.561341,11.2,11.3,13.6,2,31,82.4,K8,2.4,3.6,3.7,368,338,323
Johnson City Schools,Liberty Bell Middle School,37604,-82.3802,36.312633,13.3,15.8,14.4,3,66,82.4,K8,3.2,3.5,1,1272,1206,1193
Wilson County School District,Watertown Elementary,37184,-86.13715,36.096166,7.5,10,16,2,48,82.4,K8,3.2,3.7,3.6,600,561,510
Giles County Schools,Giles Co High School,38478,-87.01246,35.204983,10.8,19.5,13.9,3,56,82.5,HS,2.6,2.6,2.1,783,754,759
Knox County Schools,Powell Middle School,37849,-84.04192,36.044507,19.9,20.6,19.9,3,60,82.5,K8,2.6,0.6,2.1,1005,930,927
Clarksville-Montgomery County School System,Kenwood Elementary,37042,-87.4056,36.58068,9.1,6.5,7.5,2,53,82.5,K8,3.6,0.5,3.7,788,661,698
Shelby County Schools,Manassas High,38107,-90.02224,35.167515,34.2,43.2,30.7,2,34,82.5,HS,1,0.1,0.1,522,454,516
Washington County Schools,Lamar Elementary,37659,-82.49704,36.293805,17.2,17.5,18.8,2,36,82.5,K8,2.8,2.9,2.9,482,466,469
Bradley County Schools,Valley View Elementary School,37323,-84.82836,35.114482,12.4,14.2,13.3,1,18,82.6,K8,2.2,2,2,295,273,293
Hamilton County Schools,Hixson High School,37343,-85.21158,35.167987,18.1,21,20.9,3,62,82.6,HS,2.1,3.5,2.3,964,914,906
Hickman County Schools,Hickman Co Sr High School,37033,-87.49418,35.76714,13.7,13.7,18.4,2,42,82.6,HS,2,2.2,4,491,499,513
Sevier County School System,Catons Chapel Elementary,37876,-83.48694,35.860157,22.1,20.8,14.1,2,39,82.6,K8,2.6,2,0.4,472,439,433
Shelby County Schools,Highland Oaks Middle,38125,-89.80329,35.035466,10.9,11.3,0.3,3,40,82.6,K8,1,0.6,1.7,688,740,697
Shelby County Schools,Douglass Elementary/Middle,38108,-89.96028,35.174165,27.1,22.5,24.3,2,39,82.6,K8,1,0.4,3.3,507,453,418
Lebanon Special School District,Winfree Bryant Middle School,37087,-86.29271,36.240331,10.9,10.5,11.2,3,41,82.6,K8,1.7,0.3,3.4,727,644,594
Henry County School System,Dorothy And Noble Harrelson School,38251,-88.35903,36.444446,5.7,10.5,8.9,2,40,82.7,K8,2.6,3.2,2,527,494,495
Shelby County Schools,Colonial Middle,38117,-89.90389,35.112929,6.2,9.5,9.9,3,67,82.7,K8,2.5,3.4,2.5,1200,1136,1095
Cannon County School District,West Side Elementary,37149,-86.19391,35.800108,10.2,0.9,3.3,1,16,82.8,K8,0,2,4,273,218,215
Hollow Rock-Bruceton Special School District,Central High School,38317,-88.25144,36.038551,10.7,8.8,8.6,3,64,82.8,HS,2.4,2.1,3.6,353,334,334
DeKalb County School District,De Kalb County High School,37166,-85.80108,35.922583,19.3,20.4,24.3,3,54,82.8,HS,1.7,0,3.6,897,833,850
Knox County Schools,Bonny Kate Elementary,37920,-83.89042,35.923517,9.8,10.8,8.7,1,27,82.8,K8,2.6,0.8,2.2,380,330,345
Knox County Schools,Cedar Bluff Elementary,37923,-84.07543,35.928997,11.6,9.2,11,3,87,82.8,K8,2,2.1,4,1250,1113,1134
Marion County Schools,Whitwell Middle School,37397,-85.49733,35.20297,19,22.7,22,2,22,82.8,K8,1.8,0.8,2,381,367,380
Monroe County Schools,Vonore Elementary,37885,-84.1933,35.543355,15.6,11.5,15.5,1,25,82.8,K8,1.4,2.1,4,407,381,366
Rutherford County Schools,Siegel High School,37129,-86.42425,35.896645,12,12.8,13.6,5,123,82.8,HS,2.3,0.3,3.3,1890,1772,1807
Achievement School District,Wooddale Middle School,38118,-89.92426,35.048455,22.8,15.6,14.9,3,25,82.8,K8,1,0.4,2.4,589,398,401
Campbell County Schools,Lafollette Middle School,37766,-84.08164,36.388766,29.5,20,23.8,2,31,82.9,K8,1,1.8,3.8,541,472,498
Fentress County Schools,South Fentress Elementary School,38565,-84.99517,36.260904,13,11.8,13.8,2,37,82.9,K8,2.4,2.8,3.4,646,603,562
Franklin County Schools,Decherd Elementary,37324,-86.0324,35.234156,17.2,11.7,15.5,1,31,82.9,K8,1.4,1.4,4,384,357,332
Greene County Schools,South Greene High School,37743,-82.85446,36.102325,6.4,6.8,5.6,3,30,82.9,HS,2.8,3.4,3.8,567,489,483
Maury County Schools,Spring Hill High School,38401,-87.03565,35.619784,12.4,14.9,15.2,3,69,82.9,HS,1.7,0.1,2.8,1195,1167,1142
Overton County Schools,A H Roberts Elementary,38570,-85.32585,36.376289,18.5,12.6,12.7,2,28,82.9,K8,2,2.2,2.6,353,333,378
Sumner County Schools,V G Hawkins Middle School,37075,-86.61173,36.311047,7,7.5,6.5,2,37,82.9,K8,2.3,1.3,3.1,507,485,486
Sumner County Schools,Dr. William Burrus Elementary at Drakes Creek,37075,-86.61173,36.311047,5.6,2.2,1.6,1,37,82.9,K8,3.8,3.3,4,610,503,494
Bedford County Schools,Eakin Elementary,37160,-86.45974,35.47066,9.3,8.6,11.5,2,48,83,K8,1.3,0.3,3.9,664,616,615
Maryville City Schools,John Sevier Elementary,37804,-83.93591,35.781607,5.9,5.8,5.2,2,46,83,K8,4,2.7,3.7,602,551,540
Cleveland City Schools,Cleveland High,37312,-84.86489,35.219532,16.1,14.8,13.5,6,95,83,HS,2.2,1.3,2.3,1824,1703,1627
Weakley County Schools,Westview High School,38237,-88.84191,36.353928,9.7,8.4,14.8,2,39,83,HS,3.9,2.6,4,558,546,597
Dickson County School District,Oakmont Elementary,37055,-87.40831,36.065779,8.3,11.4,10.6,2,48,83.1,K8,2.3,0.6,2.1,420,565,547
Shelby County Schools,Kirby High,38115,-89.86291,35.057311,28.7,53.1,24.4,3,63,83.1,HS,1.1,0.2,0,1084,821,894
Blount County Schools,Montvale Elementary,37803,-83.98412,35.693358,12.8,7.4,7,1,22,83.3,K8,2,3,3.4,355,325,317
Maryville City Schools,Sam Houston Elementary,37803,-83.98412,35.693358,6,5,4.3,2,45,83.3,K8,4,4,3.6,532,495,484
Chester County School System,Chester County High School,38340,-88.66118,35.414454,16,19.9,21.1,3,57,83.3,HS,2.8,2.2,2.1,859,862,903
Chester County School System,W Chester Elementary School,38340,-88.66118,35.414454,8.1,9.3,7.9,1,18,83.3,K8,4,2,2.5,284,265,268
Claiborne County Schools,Forge Ridge School,37752,-83.61278,36.581713,23.2,15.5,14.6,2,17,83.3,K8,1,2.6,2.4,213,210,234
Greene County Schools,Chuckey Doak High School,37616,-82.74704,36.218863,13.2,13,10.8,3,38,83.3,HS,2,0.4,2.7,597,596,631
Grundy County Schools,North Elementary,37301,-85.77679,35.429018,9.6,7.9,8.7,3,25,83.3,K8,3,2.8,3.4,334,292,280
Hamilton County Schools,Apison Elementary School,37302,-85.01322,35.017404,5.7,6.2,4.5,2,35,83.3,K8,3.9,3.6,2.7,602,565,571
Hawkins County Schools,Bulls Gap School,37711,-83.05737,36.274715,14.2,6.8,10.3,2,28,83.3,K8,1.8,1.2,3.6,420,377,385
Hawkins County Schools,Rogersville Middle School,37857,-82.96804,36.413437,22.7,21.8,17.4,2,34,83.3,K8,1,0.1,0.4,534,472,463
Knox County Schools,Holston Middle School,37924,-83.80705,36.029987,19.9,20.6,19.8,3,41,83.3,K8,0.6,0.2,1.7,603,558,899
Knox County Schools,Career Magnet Academy,37914,-83.84981,35.988528,17.1,25.2,21.8,2,20,83.3,HS,2,2.6,2,274,253,294
Shelby County Schools,Bethel Grove Elementary,38114,-89.98543,35.101525,11.6,17,13.5,1,20,83.3,K8,2.2,1.2,1.6,235,236,225
Shelby County Schools,Sharpe Elementary,38111,-89.94363,35.10935,22.8,12.9,12.4,1,27,83.3,K8,1.3,2.3,2.7,329,298,298
Shelby County Schools,Memphis Academy Of Science  Engineering Middle/High,38104,-90.00463,35.133825,35.7,53.3,18.1,1,40,83.3,HS,1,2.8,0,614,605,503
Campbell County Schools,Campbell County Comprehensive High School,37757,-84.17277,36.326509,25.8,22.5,31.8,4,71,83.5,HS,2,0.5,3.6,1415,1313,1353
Tullahoma City Schools,Tullahoma High School,37388,-86.21484,35.357522,24.6,20.4,20.1,4,71,83.5,HS,3.3,3.5,2,1112,1035,1032
Knox County Schools,Bearden High School,37919,-84.00384,35.922881,16,17,16.3,6,121,83.5,HS,3.2,2.1,2.6,2187,2069,2126
Maury County Schools,Columbia Central High School,38401,-87.03565,35.619784,19,24.1,22.2,4,87,83.5,HS,1.3,1.8,1.7,1482,1361,1399
Hamilton County Schools,Hunter Middle School,37363,-85.06005,35.087881,8.1,7,13.1,2,45,83.6,K8,3.6,1.5,4,813,816,790
Jackson-Madison County Schools,North Side High School,38305,-88.80653,35.693101,16.2,20.9,35.4,4,61,83.6,HS,1,0.5,4,1009,872,907
Robertson County Schools,White House Heritage High School,37188,-86.66941,36.467624,8.6,9.4,10.9,3,54,83.6,HS,2.5,3.3,4,1028,960,993
Shelby County Schools,Lowrance Elementary/Middle,38125,-89.80329,35.035466,11.6,8.4,7.9,4,55,83.6,K8,2.2,2.5,2.9,914,811,850
Tullahoma City Schools,East Lincoln Elementary,37388,-86.21484,35.357522,20,17.9,20.5,1,37,83.7,K8,1,1.9,3.9,466,403,442
Dickson County School District,Dickson County High School,37055,-87.40831,36.065779,9.4,8.2,15.9,5,92,83.7,HS,1.9,1,4,1554,1501,1518
Dickson County School District,White Bluff Elementary,37187,-87.21761,36.117433,8,6.6,9.3,3,39,83.7,K8,2.4,2,3.9,526,531,531
Trenton Special School District,Trenton Elementary,38382,-88.95035,35.973431,9.6,9.8,10.4,2,36,83.7,K8,2,2.6,2.9,525,490,498
Hamblen County Schools,Meadowview Middle School,37814,-83.30799,36.225565,7.9,8.2,0.5,2,43,83.7,K8,1.2,1.4,3.1,717,717,657
Hamilton County Schools,Loftis Middle School,37343,-85.21158,35.167987,8.8,11,15.7,2,43,83.7,K8,3.5,3.5,3.9,626,627,619
Shelby County Schools,Whitehaven High,38116,-90.01128,35.03319,37.5,35.9,17,8,94,83.7,HS,2.6,3.7,0,1695,1652,1596
Franklin Special School District,Johnson Elementary,37064,-86.89919,35.893823,6.9,6.1,3.6,2,34,83.7,K8,4,1.2,2.8,372,303,320
Blount County Schools,Eagleton Middle School,37804,-83.93591,35.781607,12.9,8.7,10.5,2,37,83.8,K8,2,0.5,4,409,390,365
Huntingdon Special School District,Huntingdon Primary,38344,-88.41385,35.995802,11.7,9.2,6,1,32,83.8,K8,2.2,1,1.9,400,387,390
Manchester City Schools,Westwood Middle School,37355,-86.08414,35.500068,12.9,13.7,14.8,2,28,83.8,K8,1.9,0,3,470,411,413
Maury County Schools,Mt Pleasant High School,38474,-87.22342,35.52478,20.3,26,19.6,2,31,83.8,HS,2,1.9,1.3,444,411,385
Collierville Municipal School District,Collierville High School,38017,-89.67417,35.057224,9.3,14.3,8.5,9,141,83.8,HS,3.6,3.4,1.9,2860,2773,2555
Bedford County Schools,Thomas Magnet Elementary School,37160,-86.45974,35.47066,5.1,4,3.7,2,25,83.9,K8,4,2,4,371,349,351
Blount County Schools,Rockford Elementary,37853,-83.93452,35.834126,9.6,11.1,9.6,1,28,83.9,K8,2.6,3.5,2.6,442,413,423
Giles County Schools,Elkton Elementary,38455,-86.895305,35.05392,7,8.6,9.9,2,28,83.9,K8,1,0.5,4,286,295,291
Greene County Schools,Chuckey Doak Middle School,37616,-82.74704,36.218863,7.9,6.8,8.9,2,27,83.9,K8,3.7,4,4,466,437,438
Greene County Schools,North Greene High School,37745,-82.81406,36.229928,7.7,7.7,9.6,3,26,83.9,HS,2,3.6,4,394,392,389
Loudon County Schools,Highland Park Elementary,37772,-84.23281,35.800329,10.8,6.3,5.3,1,27,83.9,K8,3.2,3.6,3,406,391,380
Sullivan County Schools,Holston Elementary,37617,-82.37229,36.534729,7.1,6.6,10,1,28,83.9,K8,3.6,3.8,3.6,356,330,343
Warren County School District,Warren County High School,37110,-85.787,35.687286,16.6,20.2,23.8,7,115,83.9,HS,2.5,0.2,3.8,1991,1934,1977
Franklin County Schools,Cowan Elementary,37318,-86.00538,35.168862,15,10.9,9.3,1,24,84,K8,2.6,3.2,2,247,240,235
Hawkins County Schools,Mt Carmel Elementary,37645,-82.65855,36.560966,8.1,6.3,8,1,24,84,K8,3,1,3.6,284,242,269
Knox County Schools,Adrian Burnett Elementary,37918,-83.92511,36.046598,15.9,12.1,11.3,2,39,84,K8,2.2,3.2,2.2,585,525,505
Lake County School System,Lake Co High School,38079,-89.50472,36.513386,25.7,33.2,27.9,2,20,84,HS,2,2,1.7,217,199,217
Washington County Schools,David Crockett High School,37659,-82.49704,36.293805,19.3,23.4,27.4,4,72,84,HS,2.7,2.2,3.6,1216,1208,1220
Cheatham County School District,Cheatham Co Central,37015,-87.06949,36.299293,23.9,31.3,32.2,2,37,84.1,HS,2,1.9,2.5,660,625,667
Hardeman County Schools,Bolivar Elementary,38008,-88.98751,35.25543,8.1,6.3,9.6,3,56,84.1,K8,0.9,0.3,4,702,675,707
Jefferson County Schools,Rush Strong Elementary,37871,-83.67934,36.04051,22.3,11.4,9.9,2,36,84.1,K8,1.2,3,1.8,523,439,459
Macon County Schools,Macon County High School,37083,-86.01497,36.537994,13.3,16.8,16.3,3,57,84.1,HS,1.7,0.4,2.5,902,914,911
Clarksville-Montgomery County School System,Kenwood Middle,37042,-87.4056,36.58068,12.5,9.8,8.7,3,68,84.1,K8,1,0.2,2.3,1333,1115,1052
Shelby County Schools,Lucie E. Campbell Elementary,38127,-90.00646,35.223796,32.4,14.5,17.1,2,40,84.1,K8,2.5,3.7,3.7,628,558,518
Sumner County Schools,Hendersonville High School,37075,-86.61173,36.311047,11.3,10.4,11.6,5,97,84.1,HS,3.1,2.5,3.3,1606,1511,1540
Washington County Schools,Jonesborough Elementary,37659,-82.49704,36.293805,11.6,9,9.5,1,39,84.1,K8,2.4,2,3,539,506,533
Claiborne County Schools,H. Y. Livesay Middle School,37752,-83.61278,36.581713,11.8,11.7,18.1,2,13,84.2,K8,4,3.6,4,293,262,275
Crockett County Schools,Maury City Elementary,38050,-89.22386,35.815535,7.7,3.2,3.9,1,18,84.2,K8,1.8,1.4,4,230,220,233
Hawkins County Schools,Mooresburg Elementary,37811,-83.22676,36.352009,11.7,11,12.3,1,16,84.2,K8,1.2,1.4,2.6,178,168,165
Johnson County Schools,Doe Elementary,37683,-81.81906,36.451041,15.7,13.3,8.6,1,17,84.2,K8,2.6,1.8,1,182,158,191
Knox County Schools,West Hills Elementary,37919,-84.00384,35.922881,11.1,13,14.4,2,53,84.2,K8,3.1,3.5,2.8,792,698,717
Rutherford County Schools,Stewarts Creek High School,37167,-86.52231,35.968513,6.2,9,10.3,5,129,84.2,HS,3.5,2.1,3.8,2116,2237,2157
Scott County Schools,Winfield Elementary,37892,-84.41935,36.563797,6.3,10,5.4,1,16,84.2,K8,2,2.4,2,197,166,168
Stewart County Schools,Dover Elementary,37058,-87.85877,36.477136,7.8,6.6,8.6,2,31,84.2,K8,4,4,3.6,485,446,459
Hardin County Schools,Hardin County High School,38372,-88.18946,35.180947,19.8,18.3,20.2,6,69,84.3,HS,2.5,2.2,3.3,1068,1080,1054
Shelby County Schools,Germantown Middle,38138,-89.80677,35.088885,7.1,6.3,0.6,3,46,84.3,K8,2.9,1.9,2.9,896,722,730
Tullahoma City Schools,West Middle School,37388,-86.21484,35.357522,16.8,15.4,13.7,2,29,84.4,K8,1,0.7,2.4,508,445,450
Trousdale County Schools,Trousdale Co High School,37074,-86.15305,36.407653,9,9,17.6,2,28,84.4,HS,3.2,2,4,380,360,363
Hamilton County Schools,Sequoyah High School,37379,-85.16227,35.269694,28.5,24.1,34.1,2,32,84.5,HS,3.8,1.1,3.8,271,311,343
Maury County Schools,Culleoka Unit School,38451,-86.98993,35.474034,14.9,9,11.7,3,63,84.5,HS,1.5,1.8,3.9,1048,1009,1027
Sumner County Schools,White House Middle School,37188,-86.66941,36.467624,9.9,7.1,9,3,51,84.5,K8,3.2,1.1,3.7,866,786,783
Blount County Schools,Union Grove Elementary School,37737,-84.11925,35.760657,9.9,4.8,4.8,1,21,84.6,K8,3,2.8,3.6,295,296,295
Hollow Rock-Bruceton Special School District,Central Elementary,38317,-88.25144,36.038551,5.6,4.3,6.1,1,24,84.6,K8,2.6,0.7,4,297,306,296
Cheatham County School District,Pegram Elementary Fine Arts Magnet School,37143,-87.04467,36.121471,12.9,4.9,9.9,1,17,84.6,K8,3,0,4,251,185,223
Cheatham County School District,Pleasant View Elementary,37146,-87.0285,36.393153,9.1,8.2,8.6,1,28,84.6,K8,4,2,3.2,501,433,471
Claiborne County Schools,Soldiers Memorial Middle School,37879,-83.52357,36.465808,21.2,14.5,24.8,2,31,84.6,K8,2.2,1.5,4,549,481,509
Metro Nashville Public Schools,McGavock Elementary,37214,-86.66869,36.166956,8.9,5.9,10.7,1,26,84.6,K8,1.6,2,4,341,257,249
Hamblen County Schools,Lincoln Heights Middle School,37813,-83.27474,36.186008,10,9.6,0,2,39,84.6,K8,1.1,3.9,2.4,690,599,562
Hamilton County Schools,Harrison Elementary,37341,-85.09827,35.19154,9,6.1,8,2,25,84.6,K8,2.6,2.1,3.9,448,432,411
Humphreys County School System,Mc Ewen High School,37101,-87.64489,36.069712,15.3,14.1,14.2,2,22,84.6,HS,2,1.2,2.4,315,296,290
Putnam County School System,Monterey High School,38574,-85.23805,36.133983,13.4,10.3,14.6,3,32,84.6,HS,1.1,3.8,4,584,535,529
Sequatchie County Schools,Sequatchie Co Middle School,37327,-85.38755,35.399109,15.2,12.5,13.6,2,43,84.6,K8,1.1,0.4,3.1,703,690,706
Shelby County Schools,Wells Station Elementary,38108,-89.96028,35.174165,17.9,13.5,9.4,2,63,84.6,K8,1,1.2,1.4,796,736,740
Sullivan County Schools,Miller Perry Elementary,37663,-82.49765,36.468953,6.5,9,9.6,1,21,84.6,K8,3.6,3.8,3.4,313,330,330
Sumner County Schools,Bethpage Elementary,37022,-86.3,36.501049,8.1,7.4,12.3,1,23,84.6,K8,3.6,0.4,4,315,296,284
Union County Schools,Sharps Chapel Elementary,37866,-83.82637,36.355257,15.5,8.4,9.1,1,11,84.6,K8,2.6,2,3.4,149,129,143
Wayne County Schools,Wayne County High School,38485,-87.75739,35.343716,14.4,14.3,27.5,2,20,84.6,HS,3,2,4,316,305,302
Bedford County Schools,Cascade High School,37183,-86.30889,35.508541,18.3,17.1,14.8,2,32,84.8,HS,2,0.8,1.6,552,481,475
Cumberland County Schools,Stone Elementary,38571,-85.094842,36.04347,10.7,10.3,11.3,2,43,84.8,K8,2.5,3.8,3,784,728,680
Hardeman County Schools,Middleton Elementary,38052,-88.90845,35.074302,9.8,5.4,6.6,1,29,84.8,K8,2,2,3.6,391,367,361
Knox County Schools,Northshore Elementary School,37922,-84.12608,35.875925,5.3,4.1,4.8,3,65,84.8,K8,3.6,3.7,3.7,1143,1005,978
Lewis County Schools,Lewis County Middle School,38462,-87.54905,35.535397,9.7,10,17.6,2,33,84.8,K8,1.8,2,4,406,390,423
Shelby County Schools,Shady Grove Elementary,38120,-89.86562,35.124818,16.7,12.9,8.8,2,29,84.8,K8,2,1.7,2,423,375,389
Shelby County Schools,White Station Middle,38120,-89.86562,35.124818,7.1,4.6,5,4,78,84.8,K8,3.3,0.7,3.8,1328,1287,1284
Kingsport City Schools,John Adams Elementary School,37664,-82.51162,36.522968,6.4,7,7.7,2,33,84.8,K8,3.2,1.9,2.9,496,485,476
Gibson County Special School District,South Gibson County High School,38355,-88.77185,35.795399,5.2,6.3,10,3,46,84.9,HS,3.7,3.2,4,778,735,754
Clarksville-Montgomery County School System,West Creek High,37042,-87.4056,36.58068,11.5,12.4,12.6,4,78,84.9,HS,2.5,0.1,3.3,1622,1434,1439
Shelby County Schools,Ridgeway High,38119,-89.84892,35.082936,22.1,37.5,25,5,67,84.9,HS,1.7,1.9,0.1,1109,1184,1285
Tipton County Schools,Drummonds Elementary,38023,-89.94754,35.489296,14.5,8.5,9.5,3,48,84.9,K8,2.3,0.1,3.4,727,682,697
Campbell County Schools,Caryville Elementary,37714,-84.22104,36.290972,9,6.7,10.5,2,31,85,K8,1.4,0.2,4,488,468,504
Hawkins County Schools,Volunteer High School,37642,-82.71292,36.534489,20.8,17.7,19.6,4,72,85,HS,2.7,0.1,3,1163,1064,1124
Knox County Schools,Amherst Elementary School,37931,-84.1182,35.976063,11.1,11.3,8.9,2,55,85,K8,2.7,1.4,2.2,811,739,776
Knox County Schools,Copper Ridge Elementary,37849,-84.04192,36.044507,19.5,13.3,15.4,2,36,85,K8,2,2.4,4,529,483,490
Lincoln County Department of Education,Flintville School,37335,-86.41866,35.063253,14.9,12.3,11.8,2,34,85,K8,2.6,2,2.3,498,464,471
Rutherford County Schools,Oakland Middle School,37130,-86.3648,35.860152,5.6,9.6,9.6,4,72,85,K8,2.6,3.4,2.3,1291,1169,1108
Shelby County Schools,William Herbert Brewster Elementary School,38112,-89.97479,35.148605,17.9,10.8,4.1,1,38,85,K8,1.3,0.4,2.1,520,427,437
Wilson County School District,Lebanon High School,37087,-86.29271,36.240331,18.3,21.6,24.6,8,127,85,HS,2.5,2,2.9,1984,1895,1908
Knox County Schools,South Doyle High School,37920,-83.89042,35.923517,32.5,32.3,32.8,5,82,85.1,HS,1.7,3.7,1.9,1187,1100,1124
Knox County Schools,Hardin Valley Elementary,37932,-84.17255,35.919695,8.2,8,6.8,4,71,85.1,K8,3.6,0.3,3.1,1294,1141,1085
Jackson-Madison County Schools,South Side High School,38301,-88.81959,35.60758,21.5,26.9,37.6,4,64,85.1,HS,1,3.5,4,1021,879,878
