district_name,index,school_name,zipcode,longitude,latitude,students_enrolled,number_of_teachers,percent_ca,percent_retained,pool,score_achievement
Lebanon Special School District,2476,Walter J. Baird Middle School,37087,-86.29271,36.240331,575.0,34,9.1,86.8,K8,3.5
Lebanon Special School District,2477,Castle Heights Elementary,37087,-86.29271,36.240331,695.0,48,8.6,91.8,K8,3.3
Lebanon Special School District,2478,Winfree Bryant Middle School,37087,-86.29271,36.240331,644.0,41,10.5,82.6,K8,1.7
Alvin C York Institute,2479,Alvin C. York Institute,38556,-84.93393,36.409385,516.0,44,14.0,89.8,HS,3.0
Achievement School District,2480,Corning Achievement Elementary,38127,-90.00646,35.223796,124.0,4,37.4,14.3,K8,3.0
Achievement School District,2481,Westside Middle School,38127,-90.00646,35.223796,296.0,16,34.8,22.7,K8,0.4
Achievement School District,2482,Frayser Achievement Elementary,38127,-90.00646,35.223796,246.0,18,34.4,52.9,K8,1.8
Achievement School District,2483,Whitney Achievement Elementary School,38127,-90.00646,35.223796,275.0,18,13.6,31.0,K8,2.2
Achievement School District,2484,Georgian Hills Achievement Elementary School,38127,-90.00646,35.223796,282.0,18,3.0,63.6,K8,1.0
Achievement School District,2485,Pathways in Education - TN,38127,-90.00646,35.223796,174.0,4,0.7,50.0,HS,2.0
Achievement School District,2486,Pathways in Education - Whitehaven,38116,-90.01128,35.03319,173.0,11,2.7,80.0,HS,1.0
Achievement School District,2487,Brick Church: A LEAD Public School,37207,-86.77317,36.215535,305.0,18,21.9,46.7,K8,1.3
Achievement School District,2488,Cornerstone Prep - Lester Campus,38112,-89.97479,35.148605,375.0,33,27.3,56.8,K8,0.0
Achievement School District,2489,Humes Preparatory Academy Middle  School,38107,-90.02224,35.167515,236.0,17,25.2,53.8,K8,1.0
Achievement School District,2490,KIPP Memphis Preparatory Middle,38106,-90.04017,35.103019,296.0,13,27.8,44.4,K8,1.0
Achievement School District,2491,Aspire Hanley Middle School,38114,-89.98543,35.101525,239.0,6,34.0,33.3,K8,2.3
Achievement School District,2492,Aspire Hanley Elementary,38114,-89.98543,35.101525,544.0,23,32.3,54.2,K8,1.4
Achievement School District,2493,KIPP Memphis Academy Elementary,38108,-89.96028,35.174165,339.0,14,43.3,28.6,K8,1.2
Achievement School District,2494,Aspire Coleman,38128,-89.92588,35.219882,612.0,35,22.3,73.9,K8,0.0
Achievement School District,2495,Fairley High School,38109,-90.07523,35.050286,520.0,22,56.7,55.2,HS,0.9
Achievement School District,2496,Promise Academy - Spring Hill,38128,-89.92588,35.219882,412.0,25,9.1,73.1,K8,0.0
Achievement School District,2497,Martin Luther King Preparatory High School,38127,-90.00646,35.223796,513.0,37,56.0,56.5,HS,1.1
Achievement School District,2498,Lester Prep,38112,-89.97479,35.148605,246.0,23,25.8,68.2,K8,1.0
Achievement School District,2499,Neely's Bend: A LEAD Public School,37115,-86.70566,36.264069,499.0,28,17.0,44.4,K8,1.1
Achievement School District,2500,Libertas School,38127,-90.00646,35.223796,286.0,23,20.4,70.0,K8,2.0
Achievement School District,2501,Wooddale Middle School,38118,-89.92426,35.048455,398.0,25,15.6,82.8,K8,1.0
Achievement School District,2502,KIPP Memphis Preparatory Elementary,38106,-90.04017,35.103019,412.0,19,21.7,90.9,K8,1.0
Achievement School District,2503,Cornerstone Prep Denver Campus,38127,-90.00646,35.223796,590.0,40,26.1,55.0,K8,2.7
Achievement School District,2504,Memphis Scholars Florida Kansas,38106,-90.04017,35.103019,244.0,15,28.1,22.7,K8,1.8
Achievement School District,2505,Memphis Scholars Caldwell-Guthrie,38107,-90.02224,35.167515,460.0,29,43.0,59.4,K8,1.2
Achievement School District,2506,Memphis Scholars Raleigh-Egypt,38106,-90.04017,35.103019,103.0,6,37.5,0.0,K8,1.0
Achievement School District,2507,Kirby Middle School,38115,-89.86291,35.057311,384.0,19,25.1,77.8,K8,1.1
Achievement School District,2508,Hillcrest High School,38116,-90.01128,35.03319,461.0,26,42.1,51.1,HS,1.1
Tennessee State Board of Education,2509,Bluff City High School,38115,-89.86291,35.057311,305.0,13,29.9,66.7,K8,1.7
